metric	stage_order	score	CVB3	IVIG	delta_CVB3_minus_IVIG
top5_mean	5	AHR_regulon_proxy_score_expr	0.4195401242047937	0.417694254841708	0.0018458693630856726
top5_mean	5	AHR_response_score_expr	0.4501345400148708	0.35023388595467037	0.09990065406020043
top5_mean	5	KYN_metabolism_score_expr	0.0019018100467863314	0.003825137216008317	-0.0019233271692219854
top5_mean	5	Kyn_AHR_axis_score_expr	2.129214076449812	2.070437924353562	0.058776152096249756
top5_mean	5	Kyn_AHR_myeloid_score_expr	1.8312622050637548	1.7488888692900093	0.0823733357737455
top5_mean	5	Kyn_AHR_myeloid_score_z	0.598706066885918	0.6448486162649935	-0.04614254937907547
top5_mean	5	myeloid_inflammation_score_expr	0.5444938648124424	0.7124592333155519	-0.1679653685031095
top5_mean	6	AHR_regulon_proxy_score_expr	0.5501286566791906	0.48320731731685435	0.0669213393623363
top5_mean	6	AHR_response_score_expr	0.4617369726520299	0.3457477163463025	0.11598925630572737
top5_mean	6	KYN_metabolism_score_expr	0.004793835719104657	0.005698320269927091	-0.0009044845508224342
top5_mean	6	Kyn_AHR_axis_score_expr	1.8830505853826633	2.0054128047953674	-0.12236221941270409
top5_mean	6	Kyn_AHR_myeloid_score_expr	1.6197162635904567	1.7740634469246386	-0.15434718333418185
top5_mean	6	Kyn_AHR_myeloid_score_z	0.5943135099351909	0.6318852230503752	-0.03757171311518426
top5_mean	6	myeloid_inflammation_score_expr	1.24506199623965	0.752410320849032	0.49265167539061805
top5_mean	7	AHR_regulon_proxy_score_expr	0.5350026349801766	0.490914271817657	0.04408836316251963
top5_mean	7	AHR_response_score_expr	0.4462958691403591	0.347702296761175	0.09859357237918415
top5_mean	7	KYN_metabolism_score_expr	0.0030110174807286	0.005496618613701671	-0.002485601132973071
top5_mean	7	Kyn_AHR_axis_score_expr	2.0816190745044048	1.9604707818849625	0.12114829261944227
top5_mean	7	Kyn_AHR_myeloid_score_expr	1.8102367237295331	1.76138158641333	0.04885513731620317
top5_mean	7	Kyn_AHR_myeloid_score_z	0.6206033174144594	0.6419800804405097	-0.021376763026050294
top5_mean	7	myeloid_inflammation_score_expr	0.9341820179161272	0.8365047000871416	0.09767731782898559
top1_mean	1	AHR_regulon_proxy_score_expr	0.620067472588432	0.5438027705523566	0.07626470203607538
top1_mean	1	AHR_response_score_expr	0.4918011920768177	0.4789996218845197	0.012801570192297995
top1_mean	1	KYN_metabolism_score_expr	0.25381236091814396	0.2467015541808302	0.007110806737313763
top1_mean	1	Kyn_AHR_axis_score_expr	3.228086653043275	3.0474373430054182	0.18064931003785656
top1_mean	1	Kyn_AHR_myeloid_score_expr	2.6042460361258453	2.53377455131539	0.07047148481045529
top1_mean	1	Kyn_AHR_myeloid_score_z	1.1456839897447086	1.1259695094885285	0.019714480256180167
top1_mean	1	myeloid_inflammation_score_expr	0.8310660393506031	0.6354039366712275	0.19566210267937556
top1_mean	2	AHR_regulon_proxy_score_expr	0.4884393225113551	0.4979969008431602	-0.009557578331805094
top1_mean	2	AHR_response_score_expr	0.4503554961085319	0.45422040291552274	-0.003864906806990809
top1_mean	2	KYN_metabolism_score_expr	0.0019986090069529882	0.23009931233854627	-0.2281007033315933
top1_mean	2	Kyn_AHR_axis_score_expr	3.634461382790195	2.9361926400638705	0.6982687427263246
top1_mean	2	Kyn_AHR_myeloid_score_expr	2.892949406551665	2.462377411988118	0.4305719945635471
top1_mean	2	Kyn_AHR_myeloid_score_z	1.1492447199424107	1.0698270376801813	0.07941768226222945
top1_mean	2	myeloid_inflammation_score_expr	0.7650881914297739	0.6440872087311552	0.1210009826986187
top1_mean	3	AHR_regulon_proxy_score_expr	0.6342880048449078	0.5071342367524156	0.12715376809249213
top1_mean	3	AHR_response_score_expr	0.6459700987686084	0.4500769228219224	0.19589317594668604
top1_mean	3	KYN_metabolism_score_expr	0.2465130655538468	0.2253709467360006	0.021142118817846195
top1_mean	3	Kyn_AHR_axis_score_expr	3.1761893488321977	3.095773653994913	0.0804156948372845
top1_mean	3	Kyn_AHR_myeloid_score_expr	2.5460992053494667	2.5570370543536707	-0.010937849004204026
top1_mean	3	Kyn_AHR_myeloid_score_z	1.044980505723802	1.0908098114184297	-0.04582930569462773
top1_mean	3	myeloid_inflammation_score_expr	0.906560028166998	0.6372700027002695	0.26929002546672853
top1_mean	4	AHR_regulon_proxy_score_expr	0.5741461595814479	0.527160102042599	0.04698605753884888
top1_mean	4	AHR_response_score_expr	0.5965899683927235	0.5347547676900158	0.06183520070270765
top1_mean	4	KYN_metabolism_score_expr	0.2359540135060486	0.25698091537840123	-0.02102690187235262
top1_mean	4	Kyn_AHR_axis_score_expr	3.22867629010446	3.362051148309684	-0.1333748582052241
top1_mean	4	Kyn_AHR_myeloid_score_expr	2.590914125523181	2.7212740623356786	-0.1303599368124977
top1_mean	4	Kyn_AHR_myeloid_score_z	1.091986677560367	1.1224513459896697	-0.03046466842930262
top1_mean	4	myeloid_inflammation_score_expr	0.8308471760859615	0.8379104914872543	-0.007063315401292791
top1_mean	5	AHR_regulon_proxy_score_expr	0.5530912501867428	0.5410744546932547	0.012016795493488108
top1_mean	5	AHR_response_score_expr	0.632783573727275	0.48908610181706397	0.14369747191021104
top1_mean	5	KYN_metabolism_score_expr	0.0019018100467863314	0.2574848513537591	-0.25558304130697274
top1_mean	5	Kyn_AHR_axis_score_expr	3.5856790105873664	3.157901619242439	0.4277773913449274
top1_mean	5	Kyn_AHR_myeloid_score_expr	2.8281870306518235	2.5852339331990333	0.24295309745279026
top1_mean	5	Kyn_AHR_myeloid_score_z	1.1222537051799686	1.0900030325676688	0.03225067261229975
top1_mean	5	myeloid_inflammation_score_expr	0.7806766493375912	0.9641217797174366	-0.18344513037984544
top1_mean	6	AHR_regulon_proxy_score_expr	0.6692543883072702	0.6039464787856953	0.06530790952157495
top1_mean	6	AHR_response_score_expr	0.5893229608473025	0.48608964383602143	0.10323331701128108
top1_mean	6	KYN_metabolism_score_expr	0.21374176297532885	0.26741254418282895	-0.0536707812075001
top1_mean	6	Kyn_AHR_axis_score_expr	2.877779951594904	2.9832473372547144	-0.10546738565981029
top1_mean	6	Kyn_AHR_myeloid_score_expr	2.370370964581206	2.5432523936054405	-0.17288142902423465
top1_mean	6	Kyn_AHR_myeloid_score_z	1.0059683475055192	1.0484277915310216	-0.04245944402550239
top1_mean	6	myeloid_inflammation_score_expr	1.5528905303854692	1.0033853904621022	0.549505139923367
top1_mean	7	AHR_regulon_proxy_score_expr	0.683980207066787	0.6034841903268474	0.08049601673993956
top1_mean	7	AHR_response_score_expr	0.6163594700788196	0.47595154055177347	0.14040792952704617
top1_mean	7	KYN_metabolism_score_expr	0.2755220134791575	0.23000160737396919	0.045520406105188316
top1_mean	7	Kyn_AHR_axis_score_expr	3.3760999482674374	2.888976651170707	0.4871232970967303
top1_mean	7	Kyn_AHR_myeloid_score_expr	2.722948206656893	2.5104363661656337	0.21251184049125937
top1_mean	7	Kyn_AHR_myeloid_score_z	1.0799481228778236	1.0238932539338934	0.05605486894393019
top1_mean	7	myeloid_inflammation_score_expr	1.1915525853633882	1.076781041328221	0.1147715440351671
hotspot_fraction_control_q90	1	AHR_regulon_proxy_score_expr	0.2433281457144504	0.16248107884959406	0.08084706686485635
hotspot_fraction_control_q90	1	AHR_response_score_expr	0.08109977520318173	0.07110912343470482	0.00999065176847691
hotspot_fraction_control_q90	1	KYN_metabolism_score_expr	0.014640613291832381	0.022223751204073206	-0.007583137912240825
hotspot_fraction_control_q90	1	Kyn_AHR_axis_score_expr	0.0941841028301343	0.10014448878491812	-0.00596038595478382
hotspot_fraction_control_q90	1	Kyn_AHR_myeloid_score_expr	0.10519338290391377	0.11201321040319251	-0.006819827499278744
hotspot_fraction_control_q90	1	Kyn_AHR_myeloid_score_z	0.11533805983053778	0.11971927893215907	-0.0043812191016212865
hotspot_fraction_control_q90	1	myeloid_inflammation_score_expr	0.29549253559282956	0.16272189349112426	0.1327706421017053
hotspot_fraction_control_q90	2	AHR_regulon_proxy_score_expr	0.08934960708911553	0.13115507269877305	-0.04180546560965752
hotspot_fraction_control_q90	2	AHR_response_score_expr	0.05617789667279719	0.06164531646938003	-0.0054674197965828425
hotspot_fraction_control_q90	2	KYN_metabolism_score_expr	0.00779133924092961	0.025674287876331008	-0.017882948635401397
hotspot_fraction_control_q90	2	Kyn_AHR_axis_score_expr	0.08911553251964555	0.10094048970325928	-0.011824957183613732
hotspot_fraction_control_q90	2	Kyn_AHR_myeloid_score_expr	0.100050158836315	0.11164261391276148	-0.011592455076446476
hotspot_fraction_control_q90	2	Kyn_AHR_myeloid_score_z	0.12265507440227387	0.1238311442624723	-0.0011760698601984282
hotspot_fraction_control_q90	2	myeloid_inflammation_score_expr	0.1423173382377529	0.13437111507486083	0.007946223162892063
hotspot_fraction_control_q90	3	AHR_regulon_proxy_score_expr	0.22622230710466004	0.14418560061355576	0.08203670649110428
hotspot_fraction_control_q90	3	AHR_response_score_expr	0.17344665138782786	0.05477263285718851	0.11867401853063936
hotspot_fraction_control_q90	3	KYN_metabolism_score_expr	0.014005602240896359	0.01802320007669447	-0.004017597835798111
hotspot_fraction_control_q90	3	Kyn_AHR_axis_score_expr	0.0964795008912656	0.09650720608442782	-2.7705193162225195e-05
hotspot_fraction_control_q90	3	Kyn_AHR_myeloid_score_expr	0.10819327731092437	0.10925766145783403	-0.0010643841469096527
hotspot_fraction_control_q90	3	Kyn_AHR_myeloid_score_z	0.1374777183600713	0.12057009554852523	0.016907622811546077
hotspot_fraction_control_q90	3	myeloid_inflammation_score_expr	0.31926406926406925	0.15080049851404467	0.16846357075002458
hotspot_fraction_control_q90	4	AHR_regulon_proxy_score_expr	0.1797582584066133	0.11243097936646324	0.06732727904015007
hotspot_fraction_control_q90	4	AHR_response_score_expr	0.1395119059381484	0.09513949433304272	0.04437241160510569
hotspot_fraction_control_q90	4	KYN_metabolism_score_expr	0.016632085103580014	0.012895960476605638	0.0037361246269743756
hotspot_fraction_control_q90	4	Kyn_AHR_axis_score_expr	0.09419359088364128	0.0983725661145016	-0.004178975230860318
hotspot_fraction_control_q90	4	Kyn_AHR_myeloid_score_expr	0.10562197411322992	0.1034582970066841	0.0021636771065458166
hotspot_fraction_control_q90	4	Kyn_AHR_myeloid_score_z	0.1310476566874156	0.1231110142400465	0.007936642447369108
hotspot_fraction_control_q90	4	myeloid_inflammation_score_expr	0.2382505022560353	0.17167974426038943	0.06657075799564588
hotspot_fraction_control_q90	5	AHR_regulon_proxy_score_expr	0.11229149193924146	0.13231911173818361	-0.02002761979894216
hotspot_fraction_control_q90	5	AHR_response_score_expr	0.16256639642158233	0.07806030119927614	0.08450609522230619
hotspot_fraction_control_q90	5	KYN_metabolism_score_expr	0.007222066908955363	0.01705364537005797	-0.009831578461102606
hotspot_fraction_control_q90	5	Kyn_AHR_axis_score_expr	0.10204081632653061	0.10084961506609821	0.0011912012604324007
hotspot_fraction_control_q90	5	Kyn_AHR_myeloid_score_expr	0.09905880160283291	0.10683065975523724	-0.007771858152404332
hotspot_fraction_control_q90	5	Kyn_AHR_myeloid_score_z	0.12314788929270339	0.12652209919332577	-0.0033742099006223852
hotspot_fraction_control_q90	5	myeloid_inflammation_score_expr	0.158466126176498	0.26436217525994543	-0.10589604908344744
hotspot_fraction_control_q90	6	AHR_regulon_proxy_score_expr	0.3966022106734904	0.21969287336433438	0.176909337309156
hotspot_fraction_control_q90	6	AHR_response_score_expr	0.1861661434563537	0.07778198334595003	0.10838416011040368
hotspot_fraction_control_q90	6	KYN_metabolism_score_expr	0.031207956314137232	0.030550448794203527	0.0006575075199337053
hotspot_fraction_control_q90	6	Kyn_AHR_axis_score_expr	0.09204104782757802	0.10062723045311993	-0.008586182625541908
hotspot_fraction_control_q90	6	Kyn_AHR_myeloid_score_expr	0.10182815838763289	0.11227965826754623	-0.01045149987991334
hotspot_fraction_control_q90	6	Kyn_AHR_myeloid_score_z	0.14931279183264304	0.14704769114307342	0.0022651006895696157
hotspot_fraction_control_q90	6	myeloid_inflammation_score_expr	0.7844725248634816	0.3143722288309722	0.4701002960325094
hotspot_fraction_control_q90	7	AHR_regulon_proxy_score_expr	0.21322135636057288	0.2585909003647533	-0.04536954400418042
hotspot_fraction_control_q90	7	AHR_response_score_expr	0.15551284751474306	0.07552861805117517	0.0799842294635679
hotspot_fraction_control_q90	7	KYN_metabolism_score_expr	0.011399536647009267	0.03370539999451499	-0.02230586334750572
hotspot_fraction_control_q90	7	Kyn_AHR_axis_score_expr	0.10004212299915755	0.09716699119655542	0.0028751318026021266
hotspot_fraction_control_q90	7	Kyn_AHR_myeloid_score_expr	0.10607097725358046	0.11153772317143405	-0.005466745917853594
hotspot_fraction_control_q90	7	Kyn_AHR_myeloid_score_z	0.1325294860994103	0.14760167841373448	-0.01507219231432419
hotspot_fraction_control_q90	7	myeloid_inflammation_score_expr	0.430154802021904	0.4033129473713079	0.026841854650596075
hotspot_fraction_control_q95	1	AHR_regulon_proxy_score_expr	0.135339212634734	0.07778312921425623	0.05755608342047777
hotspot_fraction_control_q95	1	AHR_response_score_expr	0.045449305435471786	0.04025044722719141	0.005198858208280373
hotspot_fraction_control_q95	1	KYN_metabolism_score_expr	0.014640613291832381	0.022223751204073206	-0.007583137912240825
hotspot_fraction_control_q95	1	Kyn_AHR_axis_score_expr	0.04700559110035161	0.04981422870510527	-0.0028086376047536596
hotspot_fraction_control_q95	1	Kyn_AHR_myeloid_score_expr	0.043604818721540144	0.04630521535709371	-0.002700396635553569
hotspot_fraction_control_q95	1	Kyn_AHR_myeloid_score_z	0.05349011470401752	0.05432090271088482	-0.0008307880068672974
hotspot_fraction_control_q95	1	myeloid_inflammation_score_expr	0.18603377716294886	0.09804596119444062	0.08798781596850824
hotspot_fraction_control_q95	2	AHR_regulon_proxy_score_expr	0.04363818759404782	0.05515918058483325	-0.011520992990785434
hotspot_fraction_control_q95	2	AHR_response_score_expr	0.0319010198963384	0.03372790659964326	-0.0018268867033048586
hotspot_fraction_control_q95	2	KYN_metabolism_score_expr	0.00779133924092961	0.025674287876331008	-0.017882948635401397
hotspot_fraction_control_q95	2	Kyn_AHR_axis_score_expr	0.05025915398762749	0.0508350899951354	-0.0005759360075079101
hotspot_fraction_control_q95	2	Kyn_AHR_myeloid_score_expr	0.047349941481357634	0.04702448516296416	0.00032545631839347305
hotspot_fraction_control_q95	2	Kyn_AHR_myeloid_score_z	0.05427186089282729	0.055375385114318144	-0.001103524221490855
hotspot_fraction_control_q95	2	myeloid_inflammation_score_expr	0.09028590536699549	0.07950921571806929	0.010776689648926197
hotspot_fraction_control_q95	3	AHR_regulon_proxy_score_expr	0.12452253628724216	0.06129166267216311	0.06323087361507906
hotspot_fraction_control_q95	3	AHR_response_score_expr	0.11927043544690603	0.031093215735148436	0.0881772197117576
hotspot_fraction_control_q95	3	KYN_metabolism_score_expr	0.014005602240896359	0.01802320007669447	-0.004017597835798111
hotspot_fraction_control_q95	3	Kyn_AHR_axis_score_expr	0.04472243442831678	0.04739079027258492	-0.0026683558442681388
hotspot_fraction_control_q95	3	Kyn_AHR_myeloid_score_expr	0.04138018843901197	0.045121912248745726	-0.0037417238097337546
hotspot_fraction_control_q95	3	Kyn_AHR_myeloid_score_z	0.054685510567863506	0.05362221583101652	0.0010632947368469856
hotspot_fraction_control_q95	3	myeloid_inflammation_score_expr	0.22835497835497837	0.09296008692039753	0.13539489143458083
hotspot_fraction_control_q95	4	AHR_regulon_proxy_score_expr	0.09198695781049303	0.05481691368788143	0.0371700441226116
hotspot_fraction_control_q95	4	AHR_response_score_expr	0.08727727826631097	0.05172914850334205	0.03554812976296892
hotspot_fraction_control_q95	4	KYN_metabolism_score_expr	0.016632085103580014	0.012895960476605638	0.0037361246269743756
hotspot_fraction_control_q95	4	Kyn_AHR_axis_score_expr	0.04630635971412574	0.050530369078756174	-0.004224009364630431
hotspot_fraction_control_q95	4	Kyn_AHR_myeloid_score_expr	0.044198531106939366	0.0477332170880558	-0.003534685981116434
hotspot_fraction_control_q95	4	Kyn_AHR_myeloid_score_z	0.0543753911010111	0.05547079337401918	-0.0010954022730080837
hotspot_fraction_control_q95	4	myeloid_inflammation_score_expr	0.16450943582649935	0.11766201685556524	0.04684741897093411
hotspot_fraction_control_q95	5	AHR_regulon_proxy_score_expr	0.055726400149100734	0.06582216360457627	-0.010095763455475533
hotspot_fraction_control_q95	5	AHR_response_score_expr	0.09663591463982854	0.04214336104039505	0.05449255359943349
hotspot_fraction_control_q95	5	KYN_metabolism_score_expr	0.007222066908955363	0.01705364537005797	-0.009831578461102606
hotspot_fraction_control_q95	5	Kyn_AHR_axis_score_expr	0.04603485229708322	0.051436984326595714	-0.005402132029512494
hotspot_fraction_control_q95	5	Kyn_AHR_myeloid_score_expr	0.045801882396794336	0.04481182713247247	0.0009900552643218666
hotspot_fraction_control_q95	5	Kyn_AHR_myeloid_score_z	0.051532941943900845	0.05864490997760942	-0.007111968033708574
hotspot_fraction_control_q95	5	myeloid_inflammation_score_expr	0.08782965240890876	0.19571818544305739	-0.10788853303414862
hotspot_fraction_control_q95	6	AHR_regulon_proxy_score_expr	0.2325164217690664	0.1227695468800692	0.10974687488899719
hotspot_fraction_control_q95	6	AHR_response_score_expr	0.12419869681061545	0.041554017519195414	0.08264467929142003
hotspot_fraction_control_q95	6	KYN_metabolism_score_expr	0.031207956314137232	0.030550448794203527	0.0006575075199337053
hotspot_fraction_control_q95	6	Kyn_AHR_axis_score_expr	0.04115334898567547	0.048880718070725644	-0.007727369085050173
hotspot_fraction_control_q95	6	Kyn_AHR_myeloid_score_expr	0.036721449864141185	0.049124040229263546	-0.012402590365122361
hotspot_fraction_control_q95	6	Kyn_AHR_myeloid_score_z	0.0593294114543488	0.06680545041635125	-0.007476038962002447
hotspot_fraction_control_q95	6	myeloid_inflammation_score_expr	0.7040124515261034	0.23561695685087056	0.4683954946752328
hotspot_fraction_control_q95	7	AHR_regulon_proxy_score_expr	0.12747472620050548	0.13819488248361353	-0.010720156283108045
hotspot_fraction_control_q95	7	AHR_response_score_expr	0.0999368155012637	0.04215231878890931	0.05778449671235439
hotspot_fraction_control_q95	7	KYN_metabolism_score_expr	0.011399536647009267	0.03370539999451499	-0.02230586334750572
hotspot_fraction_control_q95	7	Kyn_AHR_axis_score_expr	0.045018955349620894	0.04750020568795765	-0.0024812503383367587
hotspot_fraction_control_q95	7	Kyn_AHR_myeloid_score_expr	0.04483466722830665	0.04791158160326907	-0.0030769143749624153
hotspot_fraction_control_q95	7	Kyn_AHR_myeloid_score_z	0.05884056444818871	0.0685078024298604	-0.00966723798167169
hotspot_fraction_control_q95	7	myeloid_inflammation_score_expr	0.3167649536647009	0.3154704769218111	0.001294476742889794
hotspot_fraction_control_q99	1	AHR_regulon_proxy_score_expr	0.03403654389301977	0.014964909866519884	0.01907163402649989
hotspot_fraction_control_q99	1	AHR_response_score_expr	0.008963052625511557	0.009082152194853447	-0.00011909956934189059
hotspot_fraction_control_q99	1	KYN_metabolism_score_expr	0.014640613291832381	0.022223751204073206	-0.007583137912240825
hotspot_fraction_control_q99	1	Kyn_AHR_axis_score_expr	0.008213729897976828	0.007190037154258979	0.0010236927437178491
hotspot_fraction_control_q99	1	Kyn_AHR_myeloid_score_expr	0.007896708744019829	0.007190037154258979	0.0007066715897608503
hotspot_fraction_control_q99	1	Kyn_AHR_myeloid_score_z	0.010173497031529194	0.009666987752855374	0.0005065092786738206
hotspot_fraction_control_q99	1	myeloid_inflammation_score_expr	0.05484465963456107	0.01795789183982386	0.03688676779473721
hotspot_fraction_control_q99	2	AHR_regulon_proxy_score_expr	0.006721284066209664	0.008242797686611535	-0.0015215136204018709
hotspot_fraction_control_q99	2	AHR_response_score_expr	0.006253134927269688	0.007405005134857575	-0.0011518702075878871
hotspot_fraction_control_q99	2	KYN_metabolism_score_expr	0.00779133924092961	0.025674287876331008	-0.017882948635401397
hotspot_fraction_control_q99	2	Kyn_AHR_axis_score_expr	0.010433037953519478	0.006432084752175558	0.00400095320134392
hotspot_fraction_control_q99	2	Kyn_AHR_myeloid_score_expr	0.010232402608259488	0.006675314847846062	0.0035570877604134254
hotspot_fraction_control_q99	2	Kyn_AHR_myeloid_score_z	0.008460123725129578	0.00867520674558132	-0.00021508302045174232
hotspot_fraction_control_q99	2	myeloid_inflammation_score_expr	0.024845343588028757	0.01378303875466191	0.011062304833366846
hotspot_fraction_control_q99	3	AHR_regulon_proxy_score_expr	0.034281894576012224	0.009746588693957114	0.02453530588205511
hotspot_fraction_control_q99	3	AHR_response_score_expr	0.03775146422205246	0.006998370242546256	0.0307530939795062
hotspot_fraction_control_q99	3	KYN_metabolism_score_expr	0.014005602240896359	0.01802320007669447	-0.004017597835798111
hotspot_fraction_control_q99	3	Kyn_AHR_axis_score_expr	0.007575757575757576	0.007349886556098808	0.00022587101965876755
hotspot_fraction_control_q99	3	Kyn_AHR_myeloid_score_expr	0.007161955691367456	0.007477710670117918	-0.0003157549787504623
hotspot_fraction_control_q99	3	Kyn_AHR_myeloid_score_z	0.006748153806977336	0.008116831240213467	-0.0013686774332361306
hotspot_fraction_control_q99	3	myeloid_inflammation_score_expr	0.08091418385536032	0.01501933339724539	0.06589485045811494
hotspot_fraction_control_q99	4	AHR_regulon_proxy_score_expr	0.020254915522181602	0.011333914559721011	0.00892100096246059
hotspot_fraction_control_q99	4	AHR_response_score_expr	0.02631492276784244	0.012968613775065387	0.013346308992777053
hotspot_fraction_control_q99	4	KYN_metabolism_score_expr	0.016632085103580014	0.012895960476605638	0.0037361246269743756
hotspot_fraction_control_q99	4	Kyn_AHR_axis_score_expr	0.007509139413101472	0.00842778262133101	-0.0009186432082295371
hotspot_fraction_control_q99	4	Kyn_AHR_myeloid_score_expr	0.00731153048117775	0.008246149375181634	-0.0009346188940038839
hotspot_fraction_control_q99	4	Kyn_AHR_myeloid_score_z	0.007640878701050621	0.009844521941296135	-0.0022036432402455144
hotspot_fraction_control_q99	4	myeloid_inflammation_score_expr	0.04755788294964266	0.03538215634989829	0.01217572659974437
hotspot_fraction_control_q99	5	AHR_regulon_proxy_score_expr	0.014304351877737397	0.014170475109652487	0.0001338767680849097
hotspot_fraction_control_q99	5	AHR_response_score_expr	0.026185816792470413	0.009477655430481858	0.016708161361988556
hotspot_fraction_control_q99	5	KYN_metabolism_score_expr	0.007222066908955363	0.01705364537005797	-0.009831578461102606
hotspot_fraction_control_q99	5	Kyn_AHR_axis_score_expr	0.009365389991613083	0.006901205410545042	0.0024641845810680412
hotspot_fraction_control_q99	5	Kyn_AHR_myeloid_score_expr	0.00875966825086199	0.007177253626966844	0.0015824146238951455
hotspot_fraction_control_q99	5	Kyn_AHR_myeloid_score_z	0.005964029447395397	0.009109591141919456	-0.0031455616945240588
hotspot_fraction_control_q99	5	myeloid_inflammation_score_expr	0.026698350573105954	0.07051498328374689	-0.043816632710640936
hotspot_fraction_control_q99	6	AHR_regulon_proxy_score_expr	0.06684781174980874	0.030604520384989727	0.036243291364819005
hotspot_fraction_control_q99	6	AHR_response_score_expr	0.035666235787585404	0.009056991456688656	0.026609244330896748
hotspot_fraction_control_q99	6	KYN_metabolism_score_expr	0.031207956314137232	0.030550448794203527	0.0006575075199337053
hotspot_fraction_control_q99	6	Kyn_AHR_axis_score_expr	0.005302450734692801	0.005947874986482102	-0.0006454242517893016
hotspot_fraction_control_q99	6	Kyn_AHR_myeloid_score_expr	0.005381591790434484	0.007083378392992322	-0.001701786602557838
hotspot_fraction_control_q99	6	Kyn_AHR_myeloid_score_z	0.0060411005882818475	0.007488915323888829	-0.001447814735606981
hotspot_fraction_control_q99	6	myeloid_inflammation_score_expr	0.44350647637639484	0.09100248729317617	0.35250398908321867
hotspot_fraction_control_q99	7	AHR_regulon_proxy_score_expr	0.04378159224936815	0.03406192578778488	0.009719666461583273
hotspot_fraction_control_q99	7	AHR_response_score_expr	0.025616048862679024	0.009571346296245509	0.016044702566433516
hotspot_fraction_control_q99	7	KYN_metabolism_score_expr	0.011399536647009267	0.03370539999451499	-0.02230586334750572
hotspot_fraction_control_q99	7	Kyn_AHR_axis_score_expr	0.009372367312552653	0.005622137509255958	0.0037502298032966955
hotspot_fraction_control_q99	7	Kyn_AHR_myeloid_score_expr	0.009398694187026116	0.007569316841729973	0.0018293773452961433
hotspot_fraction_control_q99	7	Kyn_AHR_myeloid_score_z	0.0068976411120471775	0.007788717329896059	-0.0008910762178488815
hotspot_fraction_control_q99	7	myeloid_inflammation_score_expr	0.17096672283066555	0.13070784082494583	0.040258882005719726
