sample_id	group	stage	stage_order	score	threshold_level	threshold	n_bins	n_hotspot_bins	hotspot_fraction	hotspot_mean_score
Control	control	control	0	AHR_regulon_proxy_score_expr	control_q99	0.4457379820942871	36392	364	0.010002198285337436	0.5231580654015908
Control	control	control	0	myeloid_inflammation_score_expr	control_q90	0.25316372513771057	36392	3638	0.09996702571993844	0.3506533861111127
Control	control	control	0	myeloid_inflammation_score_expr	control_q95	0.3147238790988922	36392	1819	0.04998351285996922	0.42048388676960563
Control	control	control	0	myeloid_inflammation_score_expr	control_q99	0.4943439552187893	36392	364	0.010002198285337436	0.58399414230179
Control	control	control	0	Kyn_AHR_axis_score_expr	control_q90	0.9517981377246238	36392	3635	0.09988459001978457	1.6512054952526716
Control	control	control	0	Kyn_AHR_axis_score_expr	control_q95	1.3959670116263057	36392	1820	0.05001099142668718	2.1504456264670693
Control	control	control	0	Kyn_AHR_axis_score_expr	control_q99	2.6721515122805193	36392	364	0.010002198285337436	3.5669047054235534
Control	control	control	0	Kyn_AHR_myeloid_score_expr	control_q90	0.8336501514140824	36392	3638	0.09996702571993844	1.4619309620207022
Control	control	control	0	Kyn_AHR_myeloid_score_expr	control_q95	1.29531375666958	36392	1820	0.05001099142668718	1.8869305734516182
Control	control	control	0	Kyn_AHR_myeloid_score_expr	control_q99	2.215933295130221	36392	364	0.010002198285337436	2.858586454220234
Control	control	control	0	Kyn_AHR_myeloid_score_z	control_q90	0.19353895187377934	36392	3640	0.10002198285337437	0.45365768189613637
Control	control	control	0	Kyn_AHR_myeloid_score_z	control_q95	0.34967803061008423	36392	1820	0.05001099142668718	0.6476633319487939
Control	control	control	0	Kyn_AHR_myeloid_score_z	control_q99	0.8090997970104206	36392	364	0.010002198285337436	1.2361351739574264
IVIGd1	IVIG_treated	day1	1	KYN_metabolism_score_expr	control_q90	0.0	29068	646	0.022223751204073206	0.20281913125708745
IVIGd1	IVIG_treated	day1	1	KYN_metabolism_score_expr	control_q95	0.0	29068	646	0.022223751204073206	0.20281913125708745
IVIGd1	IVIG_treated	day1	1	KYN_metabolism_score_expr	control_q99	0.0	29068	646	0.022223751204073206	0.20281913125708745
IVIGd1	IVIG_treated	day1	1	AHR_response_score_expr	control_q90	0.2275528907775879	29068	2067	0.07110912343470482	0.31389047433975875
IVIGd1	IVIG_treated	day1	1	AHR_response_score_expr	control_q95	0.2783159330487248	29068	1170	0.04025044722719141	0.3619334990906919
IVIGd1	IVIG_treated	day1	1	AHR_response_score_expr	control_q99	0.4071645021438584	29068	264	0.009082152194853447	0.48696362565864215
IVIGd1	IVIG_treated	day1	1	AHR_regulon_proxy_score_expr	control_q90	0.23245754837989807	29068	4723	0.16248107884959406	0.326676676687537
IVIGd1	IVIG_treated	day1	1	AHR_regulon_proxy_score_expr	control_q95	0.30866452008485784	29068	2261	0.07778312921425623	0.39107105552438404
IVIGd1	IVIG_treated	day1	1	AHR_regulon_proxy_score_expr	control_q99	0.4457379820942871	29068	435	0.014964909866519884	0.5157772149847841
IVIGd1	IVIG_treated	day1	1	myeloid_inflammation_score_expr	control_q90	0.25316372513771057	29068	4730	0.16272189349112426	0.36498534777073727
IVIGd1	IVIG_treated	day1	1	myeloid_inflammation_score_expr	control_q95	0.3147238790988922	29068	2850	0.09804596119444062	0.4203711098850819
IVIGd1	IVIG_treated	day1	1	myeloid_inflammation_score_expr	control_q99	0.4943439552187893	29068	522	0.01795789183982386	0.5816767165487297
IVIGd1	IVIG_treated	day1	1	Kyn_AHR_axis_score_expr	control_q90	0.9517981377246238	29068	2911	0.10014448878491812	1.5887052716321344
IVIGd1	IVIG_treated	day1	1	Kyn_AHR_axis_score_expr	control_q95	1.3959670116263057	29068	1448	0.04981422870510527	2.0341886126386077
IVIGd1	IVIG_treated	day1	1	Kyn_AHR_axis_score_expr	control_q99	2.6721515122805193	29068	209	0.007190037154258979	3.2433577737397976
IVIGd1	IVIG_treated	day1	1	Kyn_AHR_myeloid_score_expr	control_q90	0.8336501514140824	29068	3256	0.11201321040319251	1.3445852382538277
IVIGd1	IVIG_treated	day1	1	Kyn_AHR_myeloid_score_expr	control_q95	1.29531375666958	29068	1346	0.04630521535709371	1.7883440696534159
IVIGd1	IVIG_treated	day1	1	Kyn_AHR_myeloid_score_expr	control_q99	2.215933295130221	29068	209	0.007190037154258979	2.6893153253143955
IVIGd1	IVIG_treated	day1	1	Kyn_AHR_myeloid_score_z	control_q90	0.19353895187377934	29068	3480	0.11971927893215907	0.4203758756619418
IVIGd1	IVIG_treated	day1	1	Kyn_AHR_myeloid_score_z	control_q95	0.34967803061008423	29068	1579	0.05432090271088482	0.6143409072446854
IVIGd1	IVIG_treated	day1	1	Kyn_AHR_myeloid_score_z	control_q99	0.8090997970104206	29068	281	0.009666987752855374	1.1373953293226793
IVIGd2	IVIG_treated	day2	2	KYN_metabolism_score_expr	control_q90	0.0	37002	950	0.025674287876331008	0.1846730471755329
IVIGd2	IVIG_treated	day2	2	KYN_metabolism_score_expr	control_q95	0.0	37002	950	0.025674287876331008	0.1846730471755329
IVIGd2	IVIG_treated	day2	2	KYN_metabolism_score_expr	control_q99	0.0	37002	950	0.025674287876331008	0.1846730471755329
IVIGd2	IVIG_treated	day2	2	AHR_response_score_expr	control_q90	0.2275528907775879	37002	2281	0.06164531646938003	0.30983230503621406
IVIGd2	IVIG_treated	day2	2	AHR_response_score_expr	control_q95	0.2783159330487248	37002	1248	0.03372790659964326	0.3590515995971285
IVIGd2	IVIG_treated	day2	2	AHR_response_score_expr	control_q99	0.4071645021438584	37002	274	0.007405005134857575	0.4756418725434881
IVIGd2	IVIG_treated	day2	2	AHR_regulon_proxy_score_expr	control_q90	0.23245754837989807	37002	4853	0.13115507269877305	0.3144185307767498
IVIGd2	IVIG_treated	day2	2	AHR_regulon_proxy_score_expr	control_q95	0.30866452008485784	37002	2041	0.05515918058483325	0.3807528543448927
IVIGd2	IVIG_treated	day2	2	AHR_regulon_proxy_score_expr	control_q99	0.4457379820942871	37002	305	0.008242797686611535	0.5106988771039932
IVIGd2	IVIG_treated	day2	2	myeloid_inflammation_score_expr	control_q90	0.25316372513771057	37002	4972	0.13437111507486083	0.36477020970895613
IVIGd2	IVIG_treated	day2	2	myeloid_inflammation_score_expr	control_q95	0.3147238790988922	37002	2942	0.07950921571806929	0.421412664589065
IVIGd2	IVIG_treated	day2	2	myeloid_inflammation_score_expr	control_q99	0.4943439552187893	37002	510	0.01378303875466191	0.6081396728169685
IVIGd2	IVIG_treated	day2	2	Kyn_AHR_axis_score_expr	control_q90	0.9517981377246238	37002	3735	0.10094048970325928	1.5775038291008958
IVIGd2	IVIG_treated	day2	2	Kyn_AHR_axis_score_expr	control_q95	1.3959670116263057	37002	1881	0.0508350899951354	2.000621860795443
IVIGd2	IVIG_treated	day2	2	Kyn_AHR_axis_score_expr	control_q99	2.6721515122805193	37002	238	0.006432084752175558	3.1626548069448703
IVIGd2	IVIG_treated	day2	2	Kyn_AHR_myeloid_score_expr	control_q90	0.8336501514140824	37002	4131	0.11164261391276148	1.337156445346867
IVIGd2	IVIG_treated	day2	2	Kyn_AHR_myeloid_score_expr	control_q95	1.29531375666958	37002	1740	0.04702448516296416	1.7680821629179169
IVIGd2	IVIG_treated	day2	2	Kyn_AHR_myeloid_score_expr	control_q99	2.215933295130221	37002	247	0.006675314847846062	2.631991232688911
IVIGd2	IVIG_treated	day2	2	Kyn_AHR_myeloid_score_z	control_q90	0.19353895187377934	37002	4582	0.1238311442624723	0.4103464002349865
IVIGd2	IVIG_treated	day2	2	Kyn_AHR_myeloid_score_z	control_q95	0.34967803061008423	37002	2049	0.055375385114318144	0.5954685426590325
IVIGd2	IVIG_treated	day2	2	Kyn_AHR_myeloid_score_z	control_q99	0.8090997970104206	37002	321	0.00867520674558132	1.1130979382360464
IVIGd3	IVIG_treated	day3	3	KYN_metabolism_score_expr	control_q90	0.0	31293	564	0.01802320007669447	0.19563872310339558
IVIGd3	IVIG_treated	day3	3	KYN_metabolism_score_expr	control_q95	0.0	31293	564	0.01802320007669447	0.19563872310339558
IVIGd3	IVIG_treated	day3	3	KYN_metabolism_score_expr	control_q99	0.0	31293	564	0.01802320007669447	0.19563872310339558
IVIGd3	IVIG_treated	day3	3	AHR_response_score_expr	control_q90	0.2275528907775879	31293	1714	0.05477263285718851	0.3134030381971785
IVIGd3	IVIG_treated	day3	3	AHR_response_score_expr	control_q95	0.2783159330487248	31293	973	0.031093215735148436	0.36153277742531903
IVIGd3	IVIG_treated	day3	3	AHR_response_score_expr	control_q99	0.4071645021438584	31293	219	0.006998370242546256	0.4747335328359038
IVIGd3	IVIG_treated	day3	3	AHR_regulon_proxy_score_expr	control_q90	0.23245754837989807	31293	4512	0.14418560061355576	0.31614857215222947
IVIGd3	IVIG_treated	day3	3	AHR_regulon_proxy_score_expr	control_q95	0.30866452008485784	31293	1918	0.06129166267216311	0.38300488404424643
IVIGd3	IVIG_treated	day3	3	AHR_regulon_proxy_score_expr	control_q99	0.4457379820942871	31293	305	0.009746588693957114	0.5087775947617703
IVIGd3	IVIG_treated	day3	3	myeloid_inflammation_score_expr	control_q90	0.25316372513771057	31293	4719	0.15080049851404467	0.3639940510907146
IVIGd3	IVIG_treated	day3	3	myeloid_inflammation_score_expr	control_q95	0.3147238790988922	31293	2909	0.09296008692039753	0.41457393105679996
IVIGd3	IVIG_treated	day3	3	myeloid_inflammation_score_expr	control_q99	0.4943439552187893	31293	470	0.01501933339724539	0.5956152907711394
IVIGd3	IVIG_treated	day3	3	Kyn_AHR_axis_score_expr	control_q90	0.9517981377246238	31293	3020	0.09650720608442782	1.6064588522488352
IVIGd3	IVIG_treated	day3	3	Kyn_AHR_axis_score_expr	control_q95	1.3959670116263057	31293	1483	0.04739079027258492	2.087274581110143
IVIGd3	IVIG_treated	day3	3	Kyn_AHR_axis_score_expr	control_q99	2.6721515122805193	31293	230	0.007349886556098808	3.2873458526466433
IVIGd3	IVIG_treated	day3	3	Kyn_AHR_myeloid_score_expr	control_q90	0.8336501514140824	31293	3419	0.10925766145783403	1.3513571568650995
IVIGd3	IVIG_treated	day3	3	Kyn_AHR_myeloid_score_expr	control_q95	1.29531375666958	31293	1412	0.045121912248745726	1.8052350238119435
IVIGd3	IVIG_treated	day3	3	Kyn_AHR_myeloid_score_expr	control_q99	2.215933295130221	31293	234	0.007477710670117918	2.697159550478436
IVIGd3	IVIG_treated	day3	3	Kyn_AHR_myeloid_score_z	control_q90	0.19353895187377934	31293	3773	0.12057009554852523	0.41055887446237943
IVIGd3	IVIG_treated	day3	3	Kyn_AHR_myeloid_score_z	control_q95	0.34967803061008423	31293	1678	0.05362221583101652	0.6007124207585304
IVIGd3	IVIG_treated	day3	3	Kyn_AHR_myeloid_score_z	control_q99	0.8090997970104206	31293	254	0.008116831240213467	1.162464737422823
IVIGd4	IVIG_treated	day4	4	KYN_metabolism_score_expr	control_q90	0.0	27528	355	0.012895960476605638	0.23661066394456676
IVIGd4	IVIG_treated	day4	4	KYN_metabolism_score_expr	control_q95	0.0	27528	355	0.012895960476605638	0.23661066394456676
IVIGd4	IVIG_treated	day4	4	KYN_metabolism_score_expr	control_q99	0.0	27528	355	0.012895960476605638	0.23661066394456676
IVIGd4	IVIG_treated	day4	4	AHR_response_score_expr	control_q90	0.2275528907775879	27528	2619	0.09513949433304272	0.3170672614879852
IVIGd4	IVIG_treated	day4	4	AHR_response_score_expr	control_q95	0.2783159330487248	27528	1424	0.05172914850334205	0.3731376612245032
IVIGd4	IVIG_treated	day4	4	AHR_response_score_expr	control_q99	0.4071645021438584	27528	357	0.012968613775065387	0.5087568159697771
IVIGd4	IVIG_treated	day4	4	AHR_regulon_proxy_score_expr	control_q90	0.23245754837989807	27528	3095	0.11243097936646324	0.3290300189245113
IVIGd4	IVIG_treated	day4	4	AHR_regulon_proxy_score_expr	control_q95	0.30866452008485784	27528	1509	0.05481691368788143	0.3956008487343393
IVIGd4	IVIG_treated	day4	4	AHR_regulon_proxy_score_expr	control_q99	0.4457379820942871	27528	312	0.011333914559721011	0.5184389756849179
IVIGd4	IVIG_treated	day4	4	myeloid_inflammation_score_expr	control_q90	0.25316372513771057	27528	4726	0.17167974426038943	0.4069076518839918
IVIGd4	IVIG_treated	day4	4	myeloid_inflammation_score_expr	control_q95	0.3147238790988922	27528	3239	0.11766201685556524	0.4642475156660395
IVIGd4	IVIG_treated	day4	4	myeloid_inflammation_score_expr	control_q99	0.4943439552187893	27528	974	0.03538215634989829	0.6406555876166424
IVIGd4	IVIG_treated	day4	4	Kyn_AHR_axis_score_expr	control_q90	0.9517981377246238	27528	2708	0.0983725661145016	1.6489462644215402
IVIGd4	IVIG_treated	day4	4	Kyn_AHR_axis_score_expr	control_q95	1.3959670116263057	27528	1391	0.050530369078756174	2.1261100816724747
IVIGd4	IVIG_treated	day4	4	Kyn_AHR_axis_score_expr	control_q99	2.6721515122805193	27528	232	0.00842778262133101	3.503173208293516
IVIGd4	IVIG_treated	day4	4	Kyn_AHR_myeloid_score_expr	control_q90	0.8336501514140824	27528	2848	0.1034582970066841	1.411211564075189
IVIGd4	IVIG_treated	day4	4	Kyn_AHR_myeloid_score_expr	control_q95	1.29531375666958	27528	1314	0.0477332170880558	1.849666987868857
IVIGd4	IVIG_treated	day4	4	Kyn_AHR_myeloid_score_expr	control_q99	2.215933295130221	27528	227	0.008246149375181634	2.84120343007409
IVIGd4	IVIG_treated	day4	4	Kyn_AHR_myeloid_score_z	control_q90	0.19353895187377934	27528	3389	0.1231110142400465	0.4155627065051021
IVIGd4	IVIG_treated	day4	4	Kyn_AHR_myeloid_score_z	control_q95	0.34967803061008423	27528	1527	0.05547079337401918	0.6045666738671264
IVIGd4	IVIG_treated	day4	4	Kyn_AHR_myeloid_score_z	control_q99	0.8090997970104206	27528	271	0.009844521941296135	1.128248010394318
IVIGd5	IVIG_treated	day5	5	KYN_metabolism_score_expr	control_q90	0.0	32603	556	0.01705364537005797	0.22430026736244452
IVIGd5	IVIG_treated	day5	5	KYN_metabolism_score_expr	control_q95	0.0	32603	556	0.01705364537005797	0.22430026736244452
IVIGd5	IVIG_treated	day5	5	KYN_metabolism_score_expr	control_q99	0.0	32603	556	0.01705364537005797	0.22430026736244452
IVIGd5	IVIG_treated	day5	5	AHR_response_score_expr	control_q90	0.2275528907775879	32603	2545	0.07806030119927614	0.312440663406329
IVIGd5	IVIG_treated	day5	5	AHR_response_score_expr	control_q95	0.2783159330487248	32603	1374	0.04214336104039505	0.36503866727001627
IVIGd5	IVIG_treated	day5	5	AHR_response_score_expr	control_q99	0.4071645021438584	32603	309	0.009477655430481858	0.49399267662690294
IVIGd5	IVIG_treated	day5	5	AHR_regulon_proxy_score_expr	control_q90	0.23245754837989807	32603	4314	0.13231911173818361	0.3304618206021959
IVIGd5	IVIG_treated	day5	5	AHR_regulon_proxy_score_expr	control_q95	0.30866452008485784	32603	2146	0.06582216360457627	0.3946610450716854
IVIGd5	IVIG_treated	day5	5	AHR_regulon_proxy_score_expr	control_q99	0.4457379820942871	32603	462	0.014170475109652487	0.5170257902377612
IVIGd5	IVIG_treated	day5	5	myeloid_inflammation_score_expr	control_q90	0.25316372513771057	32603	8619	0.26436217525994543	0.43456477573748076
IVIGd5	IVIG_treated	day5	5	myeloid_inflammation_score_expr	control_q95	0.3147238790988922	32603	6381	0.19571818544305739	0.4877981254952097
IVIGd5	IVIG_treated	day5	5	myeloid_inflammation_score_expr	control_q99	0.4943439552187893	32603	2299	0.07051498328374689	0.6567407353331909
IVIGd5	IVIG_treated	day5	5	Kyn_AHR_axis_score_expr	control_q90	0.9517981377246238	32603	3288	0.10084961506609821	1.6092743908867746
IVIGd5	IVIG_treated	day5	5	Kyn_AHR_axis_score_expr	control_q95	1.3959670116263057	32603	1677	0.051436984326595714	2.052125798737798
IVIGd5	IVIG_treated	day5	5	Kyn_AHR_axis_score_expr	control_q99	2.6721515122805193	32603	225	0.006901205410545042	3.4391087831503593
IVIGd5	IVIG_treated	day5	5	Kyn_AHR_myeloid_score_expr	control_q90	0.8336501514140824	32603	3483	0.10683065975523724	1.3596003700986947
IVIGd5	IVIG_treated	day5	5	Kyn_AHR_myeloid_score_expr	control_q95	1.29531375666958	32603	1461	0.04481182713247247	1.8048922944483394
IVIGd5	IVIG_treated	day5	5	Kyn_AHR_myeloid_score_expr	control_q99	2.215933295130221	32603	234	0.007177253626966844	2.771931682879882
IVIGd5	IVIG_treated	day5	5	Kyn_AHR_myeloid_score_z	control_q90	0.19353895187377934	32603	4125	0.12652209919332577	0.4199715719223022
IVIGd5	IVIG_treated	day5	5	Kyn_AHR_myeloid_score_z	control_q95	0.34967803061008423	32603	1912	0.05864490997760942	0.6039921611422774
IVIGd5	IVIG_treated	day5	5	Kyn_AHR_myeloid_score_z	control_q99	0.8090997970104206	32603	297	0.009109591141919456	1.1196831797911262
IVIGd6	IVIG_treated	day6	6	KYN_metabolism_score_expr	control_q90	0.0	36988	1130	0.030550448794203527	0.18652165499474624
IVIGd6	IVIG_treated	day6	6	KYN_metabolism_score_expr	control_q95	0.0	36988	1130	0.030550448794203527	0.18652165499474624
IVIGd6	IVIG_treated	day6	6	KYN_metabolism_score_expr	control_q99	0.0	36988	1130	0.030550448794203527	0.18652165499474624
IVIGd6	IVIG_treated	day6	6	AHR_response_score_expr	control_q90	0.2275528907775879	36988	2877	0.07778198334595003	0.30931358817844373
IVIGd6	IVIG_treated	day6	6	AHR_response_score_expr	control_q95	0.2783159330487248	36988	1537	0.041554017519195414	0.36103634952180325
IVIGd6	IVIG_treated	day6	6	AHR_response_score_expr	control_q99	0.4071645021438584	36988	335	0.009056991456688656	0.4947765949946731
IVIGd6	IVIG_treated	day6	6	AHR_regulon_proxy_score_expr	control_q90	0.23245754837989807	36988	8126	0.21969287336433438	0.34388366232298584
IVIGd6	IVIG_treated	day6	6	AHR_regulon_proxy_score_expr	control_q95	0.30866452008485784	36988	4541	0.1227695468800692	0.40429591144189203
IVIGd6	IVIG_treated	day6	6	AHR_regulon_proxy_score_expr	control_q99	0.4457379820942871	36988	1132	0.030604520384989727	0.5215515701277939
IVIGd6	IVIG_treated	day6	6	myeloid_inflammation_score_expr	control_q90	0.25316372513771057	36988	11628	0.3143722288309722	0.44254965050896294
IVIGd6	IVIG_treated	day6	6	myeloid_inflammation_score_expr	control_q95	0.3147238790988922	36988	8715	0.23561695685087056	0.4961842385674781
IVIGd6	IVIG_treated	day6	6	myeloid_inflammation_score_expr	control_q99	0.4943439552187893	36988	3366	0.09100248729317617	0.6562294919116824
IVIGd6	IVIG_treated	day6	6	Kyn_AHR_axis_score_expr	control_q90	0.9517981377246238	36988	3722	0.10062723045311993	1.5719396489063444
IVIGd6	IVIG_treated	day6	6	Kyn_AHR_axis_score_expr	control_q95	1.3959670116263057	36988	1808	0.048880718070725644	2.0197533316962115
IVIGd6	IVIG_treated	day6	6	Kyn_AHR_axis_score_expr	control_q99	2.6721515122805193	36988	220	0.005947874986482102	3.2942938819899745
IVIGd6	IVIG_treated	day6	6	Kyn_AHR_myeloid_score_expr	control_q90	0.8336501514140824	36988	4153	0.11227965826754623	1.3642910404460211
IVIGd6	IVIG_treated	day6	6	Kyn_AHR_myeloid_score_expr	control_q95	1.29531375666958	36988	1817	0.049124040229263546	1.7828566214044985
IVIGd6	IVIG_treated	day6	6	Kyn_AHR_myeloid_score_expr	control_q99	2.215933295130221	36988	262	0.007083378392992322	2.7108637422967368
IVIGd6	IVIG_treated	day6	6	Kyn_AHR_myeloid_score_z	control_q90	0.19353895187377934	36988	5439	0.14704769114307342	0.4011956195189993
IVIGd6	IVIG_treated	day6	6	Kyn_AHR_myeloid_score_z	control_q95	0.34967803061008423	36988	2471	0.06680545041635125	0.567655337274147
IVIGd6	IVIG_treated	day6	6	Kyn_AHR_myeloid_score_z	control_q99	0.8090997970104206	36988	277	0.007488915323888829	1.140160920172392
IVIGd7	IVIG_treated	day7	7	KYN_metabolism_score_expr	control_q90	0.0	36463	1229	0.03370539999451499	0.16307827869113428
IVIGd7	IVIG_treated	day7	7	KYN_metabolism_score_expr	control_q95	0.0	36463	1229	0.03370539999451499	0.16307827869113428
IVIGd7	IVIG_treated	day7	7	KYN_metabolism_score_expr	control_q99	0.0	36463	1229	0.03370539999451499	0.16307827869113428
IVIGd7	IVIG_treated	day7	7	AHR_response_score_expr	control_q90	0.2275528907775879	36463	2754	0.07552861805117517	0.31260376715235894
IVIGd7	IVIG_treated	day7	7	AHR_response_score_expr	control_q95	0.2783159330487248	36463	1537	0.04215231878890931	0.36200278656158497
IVIGd7	IVIG_treated	day7	7	AHR_response_score_expr	control_q99	0.4071645021438584	36463	349	0.009571346296245509	0.479192064621387
IVIGd7	IVIG_treated	day7	7	AHR_regulon_proxy_score_expr	control_q90	0.23245754837989807	36463	9429	0.2585909003647533	0.33999103908890793
IVIGd7	IVIG_treated	day7	7	AHR_regulon_proxy_score_expr	control_q95	0.30866452008485784	36463	5039	0.13819488248361353	0.4024372561201734
IVIGd7	IVIG_treated	day7	7	AHR_regulon_proxy_score_expr	control_q99	0.4457379820942871	36463	1242	0.03406192578778488	0.5202552449204112
IVIGd7	IVIG_treated	day7	7	myeloid_inflammation_score_expr	control_q90	0.25316372513771057	36463	14706	0.4033129473713079	0.46019769247479947
IVIGd7	IVIG_treated	day7	7	myeloid_inflammation_score_expr	control_q95	0.3147238790988922	36463	11503	0.3154704769218111	0.5093908560625275
IVIGd7	IVIG_treated	day7	7	myeloid_inflammation_score_expr	control_q99	0.4943439552187893	36463	4766	0.13070784082494583	0.6730762330601808
IVIGd7	IVIG_treated	day7	7	Kyn_AHR_axis_score_expr	control_q90	0.9517981377246238	36463	3543	0.09716699119655542	1.5607971490396444
IVIGd7	IVIG_treated	day7	7	Kyn_AHR_axis_score_expr	control_q95	1.3959670116263057	36463	1732	0.04750020568795765	1.9912839439576333
IVIGd7	IVIG_treated	day7	7	Kyn_AHR_axis_score_expr	control_q99	2.6721515122805193	36463	205	0.005622137509255958	3.206540136366674
IVIGd7	IVIG_treated	day7	7	Kyn_AHR_myeloid_score_expr	control_q90	0.8336501514140824	36463	4067	0.11153772317143405	1.3565646743420565
IVIGd7	IVIG_treated	day7	7	Kyn_AHR_myeloid_score_expr	control_q95	1.29531375666958	36463	1747	0.04791158160326907	1.7824456224626017
IVIGd7	IVIG_treated	day7	7	Kyn_AHR_myeloid_score_expr	control_q99	2.215933295130221	36463	276	0.007569316841729973	2.6268127469439104
IVIGd7	IVIG_treated	day7	7	Kyn_AHR_myeloid_score_z	control_q90	0.19353895187377934	36463	5382	0.14760167841373448	0.40461095866606345
IVIGd7	IVIG_treated	day7	7	Kyn_AHR_myeloid_score_z	control_q95	0.34967803061008423	36463	2498	0.0685078024298604	0.5710803963381161
IVIGd7	IVIG_treated	day7	7	Kyn_AHR_myeloid_score_z	control_q99	0.8090997970104206	36463	284	0.007788717329896059	1.0914368480443954
